STATE,FDID,INC_DATE,INC_NO,DEVI_CONT,DEVI_IGNIT,DEVI_FUEL
AK,23100,10032010,27448,,,
AK,23100,10072010,27821,,,
AK,23100,10082010,27968,,,
AK,23100,10092010,28014,,,
AK,23100,10102010,28131,,,
AK,23100,10132010,28447,,,
AK,23100,10132010,28448,,,
AK,23100,10142010,28595,,,
AK,23100,10152010,28644,,,
AK,23100,10152010,28700,,,
AK,23100,10152010,28714,,,
AK,23100,10162010,28842,,,
AK,23100,10172010,28874,,,
AK,23100,10182010,28943,,,
AK,23100,10182010,28962,,,
AK,23100,10182010,29029,,,
AK,23100,10192010,29122,,,
AK,23100,10212010,29269,,,
AK,23100,10222010,29468,,,
AK,23100,10232010,29557,,,
AK,23100,10242010,29650,,,
AK,23100,10242010,29655,,,
AK,23100,10252010,29714,,,
AK,23100,10252010,29741,,,
AK,23100,10272010,29982,,,
AK,23100,10282010,30023,,,
AK,23100,10292010,30130,,,
AK,23100,10292010,30137,,,
AK,23100,10292010,30182,,,
AK,23100,10312010,30325,,,
AK,23100,10312010,30367,,,
AK,23100,11012010,30455,,,
AK,23100,11042010,30688,,,
AK,23100,11052010,30797,,,
AK,23100,11052010,30798,,,
AK,23100,11092010,31246,,,
AK,23100,11102010,31350,,,
AK,23100,11112010,31379,,,
AK,23100,11132010,31576,,,
AK,23100,11132010,31595,,,
AK,23100,11142010,31676,,,
AK,23100,11142010,31699,,,
AK,23100,11152010,31824,,,
AK,23100,11162010,31843,,,
AK,23100,11162010,31869,,,
AK,23100,11172010,31928,,,
AK,23100,11172010,31963,,,
AK,23100,11182010,32065,,,
AK,23100,11182010,32114,,,
AK,23100,11202010,32287,,,
AK,23100,11202010,32305,,,
AK,23100,11212010,32341,,,
AK,23100,11212010,32357,,,
AK,23100,11212010,32436,,,
AK,23100,11232010,32614,,,
AK,23100,11242010,32656,,,
AK,23100,11242010,32663,,,
AK,23100,11252010,32747,,,
AK,23100,11252010,32809,,,
AK,23100,11252010,32837,,,
AK,23100,11262010,32907,,,
AK,23100,11262010,32909,,,
AK,23100,11262010,32915,,,
AK,23100,11272010,32973,,,
AK,23100,12012010,33291,,,
AK,23100,12012010,33320,,,
AK,23100,12012010,33323,,,
AK,23100,12012010,33333,,,
AK,23100,12012010,33358,,,
AK,23100,12022010,33402,,,
AK,23100,12032010,33531,,,
AK,23100,12042010,33647,,,
AK,23100,12082010,34061,,,
AK,23100,12082010,34109,,,
AK,23100,12092010,34195,,,
AK,23100,12122010,34500,,,
AK,23100,12122010,34536,,,
AK,23100,12162010,34927,,,
AK,23100,12172010,35064,,,
AK,23100,12172010,35069,,,
AK,23100,12182010,35175,,,
AK,23100,12202010,35405,,,
AK,23100,12202010,35412,,,
AK,23100,12212010,35436,,,
AK,23100,12212010,35489,,,
AK,23100,12212010,35514,,,
AK,23100,12222010,35590,,,
AK,23100,12242010,35764,,,
AK,23100,12242010,35800,,,
AK,23100,12252010,35890,,,
AK,23100,12252010,35911,,,
AK,23100,12262010,35976,,,
AK,23100,12262010,35981,,,
AK,23100,12262010,36001,,,
AK,23100,12272010,36101,,,
AK,23100,12292010,36317,,,
AK,23100,12292010,36319,,,
AK,23100,12302010,36335,,,
AK,23100,12312010,36501,,,
AK,23150,3042010,103,,,
AK,23150,3062010,106,,,
AK,23150,3082010,110,,,
AK,23150,3302010,157,,,
AK,23150,4032010,171,,,
AK,23150,5192010,269,,,
AK,23150,5262010,293,,,
AK,23150,5312010,308,,,
AK,23150,5312010,309,,,
AK,23150,6062010,325,,,
AK,23150,6162010,343,,,
AK,23150,6242010,360,,,
AK,23150,6252010,364,,,
AK,23150,7202010,418,,,
AK,23150,8112010,464,,,
AK,23150,8162010,475,,,
AK,23150,9012010,513,,,
AK,23150,10202010,626,,,
AK,23150,10242010,636,,,
AK,23150,11042010,658,,,
AK,23150,11102010,676,,,
AK,23150,11292010,721,,,
AK,23150,12232010,762,,,
AK,23200,3292010,106409,,,
AK,23200,11062010,123300,,,
AK,24100,2062010,151,,,
AK,24100,7232010,149,UU,UU,UU
AK,24100,8132010,152,NN,UU,11
AK,24100,8132010,155,NN,UU,UU
AK,24200,2272010,9,,,
AK,24200,6042010,13,,,
AK,25100,5102010,92,NN,NN,11
AK,25110,4242010,11181,,,
AK,25110,5042010,12356,,,
AK,25110,6062010,16567,,,
AK,25110,6242010,18653,,,
AK,25135,1072010,838,,,
AK,25135,4042010,9291,,,
AK,25135,5292010,15611,,,
AK,25135,11092010,36094,UU,,UU
AK,25135,11162010,36896,,,
AK,25135,12082010,39283,,,
AK,25150,1012010,55,,,
AK,25150,1032010,377,,,
AK,25150,1042010,515,,,
AK,25150,1102010,1111,,,
AK,25150,1102010,1138,,,
AK,25150,1172010,1918,,,
AK,25150,1212010,2300,,,
AK,25150,1222010,2478,,,
AK,25150,1302010,3281,,,
AK,25150,2012010,3478,,,
AK,25150,2042010,3694,,,
AK,25150,2062010,3911,,,
AK,25150,2082010,4120,,,
AK,25150,2082010,4157,,,
AK,25150,2162010,4936,,,
AK,25150,2262010,5843,,,
AK,25150,2272010,5900,,,
AK,25150,3102010,6831,,,
AK,25150,3102010,6854,,,
AK,25150,3122010,7066,,,
AK,25150,3192010,7657,,,
AK,25150,3242010,8187,,,
AK,25150,3262010,8419,,,
AK,25150,3292010,8652,,,
AK,25150,4012010,8946,,,
AK,25150,4022010,9018,,,
AK,25150,4022010,9038,,,
AK,25150,4112010,9953,,,
AK,25150,4112010,9957,,,
AK,25150,4142010,10126,,,
AK,25150,4162010,10401,,,
AK,25150,4202010,10791,,,
AK,25150,4222010,10967,,,
AK,25150,4242010,11140,,,
AK,25150,4292010,11712,,,
AK,25150,4292010,11720,,,
AK,25150,5032010,12197,,,
AK,25150,5062010,12564,,,
AK,25150,5072010,12681,,,
AK,25150,5082010,12836,,,
AK,25150,5082010,12890,,,
AK,25150,5112010,13247,,,
AK,25150,5132010,13448,,,
AK,25150,5192010,14159,,,
AK,25150,5232010,14723,,,
AK,25150,5262010,15137,,,
AK,25150,5302010,15737,,,
AK,25150,5312010,15901,,,
AK,25150,6012010,15971,,,
AK,25150,6012010,15986,,,
AK,25150,6022010,16073,,,
AK,25150,6042010,16383,,,
AK,25150,6082010,16821,,,
AK,25150,6192010,18065,,,
AK,25150,7162010,21313,,,
AK,25150,7242010,22268,,,
AK,25150,7262010,22586,,,
AK,25150,7292010,22904,,,
AK,25150,8022010,23375,,,
AK,25150,8202010,25636,,,
AK,25150,8242010,26113,,,
AK,25150,8242010,26176,,,
AK,25150,8252010,26284,,,
AK,25150,8262010,26546,,,
AK,25150,9072010,28547,,,
AK,25150,9192010,29955,,,
AK,25150,9242010,30665,,,
AK,25150,9252010,30999,,,
AK,25150,9272010,31257,,,
AK,25150,9302010,31573,,,
AK,25150,10022010,31755,,,
AK,25150,10092010,32562,,,
AK,25150,10092010,32571,,,
AK,25150,10202010,33783,,,
AK,25150,10242010,34239,,,
AK,25150,11032010,35414,,,
AK,25150,11052010,35684,,,
AK,25150,11122010,36520,,,
AK,25150,11132010,36584,,,
AK,25150,12022010,38559,,,
AK,25150,12062010,39071,,,
AK,25150,12092010,39393,,,
AK,25150,12122010,39776,,,
AK,25150,12152010,40154,,,
AK,25150,12172010,40409,,,
AK,25150,12172010,40421,,,
AK,25150,12182010,40440,,,
AK,25150,12182010,40466,,,
AK,25150,12252010,41245,,,
AK,25150,12262010,41340,,,
AK,25300,1242010,2644,,,
AK,25300,4022010,9051,,,
AK,25300,4212010,10871,,,
AK,25300,5032010,12193,,,
AK,25300,5072010,12742,,,
AK,25300,5152010,13683,,,
AK,25300,5302010,15721,,,
AK,25300,5302010,15764,,,
AK,25300,7032010,19660,,,
AK,25300,10032010,31903,,,
AK,25300,10102010,32735,,,
AK,25300,10172010,33568,,,
AK,25300,12082010,39271,,,
AK,25500,1272010,2977,,,
AK,25500,3062010,6515,,,
AK,25500,5312010,15839,,,
AK,25500,9072010,28541,,,
AK,25500,9142010,29381,,,
AK,25500,12102010,39457,,,
AK,25600,1262010,2852,,,
AK,25600,2272010,5931,,,
AK,25600,3092010,6810,,,
AK,25600,3302010,8697,,,
AK,25600,4272010,11500,,,
AK,25600,5292010,15554,,,
AK,25600,6142010,17547,,,
AK,25600,6282010,19071,,,
AK,25600,7282010,22801,,,
AK,25600,7312010,23170,,,
AK,25600,8202010,25588,,,
AK,25600,10232010,34153,,,
AK,25600,12292010,41665,,,
AK,25911,4012010,8909,,,
AK,25911,4062010,9431,,,
AK,25911,5042010,12289,,,
AK,25911,5172010,13944,,,
AK,25911,5232010,14701,,,
AK,25911,6022010,16146,,,
AK,25911,6132010,17415,,,
AK,25911,6142010,17541,,,
AK,25911,7012010,19412,,,
AK,25911,7192010,21687,,,
AK,25911,7212010,21967,,,
AK,25911,7262010,22557,,,
AK,25911,8022010,23335,,,
AK,25911,8072010,24037,16,20,12
AK,25911,8202010,25675,,,
AK,25911,8222010,25888,NN,NN,NN
AK,25911,9012010,27574,,,
AK,25911,9052010,28259,,,
AK,25911,9142010,29395,,,
AK,25911,10022010,31805,,,
AK,25911,10092010,32638,,,
AK,25911,10162010,33410,,,
AK,25911,10232010,34146,,,
AK,25911,10232010,34163,,,
AK,25911,10242010,34236,,,
AK,25911,11012010,35183,,,
AK,25911,11032010,35401,,,
AK,25911,11032010,35493,,,
AK,25911,11052010,35742,,,
AK,25911,11142010,36710,,,
AK,25911,11192010,37228,,,
AK,25911,11192010,37253,,,
AK,25911,12022010,38593,,,
AK,25911,12032010,38642,,,
AK,25911,12032010,38650,,,
AK,25911,12042010,38781,,,
AK,25911,12052010,38886,,,
AK,25911,12182010,40471,,,
AK,25911,12202010,40694,,,
AK,25911,12222010,40900,,,
AK,25911,12262010,41356,,,
AK,26100,5112010,1000117,16,NN,12
AK,26200,3202010,176,,,
AK,26320,6072010,833,,,
AK,26500,9242010,405,,,
AK,27100,1032010,2,,,
AK,27100,1052010,3,,,
AK,27100,1092010,5,UU,UU,UU
AK,27100,1142010,8,,,
AK,27100,1252010,10,,,
AK,27100,3062010,17,,,
AK,27100,4022010,21,,,
AK,27100,5072010,23,,,
AK,27100,5292010,35,,,
AK,27100,7032010,47,,,
AK,27100,7042010,49,,,
AK,27100,7072010,50,,,
AK,27100,7122010,53,,,
AK,27100,7142010,55,,,
AK,27100,8022010,59,,,
AK,27100,8182010,60,,,
AK,27100,8192010,61,,,
AK,27100,9182010,71,,,
AK,27100,9262010,74,,,
AK,27100,9272010,75,,,
AK,27100,9302010,77,,,
AK,27100,10032010,79,,,
AK,27100,10072010,80,,,
AK,27100,10142010,81,,,
AK,29303,5272010,1,NN,,NN
AK,31100,4252010,1233,,,
AK,31100,6212010,1870,16,UU,14
AK,31100,8132010,2468,,,
AK,31100,8142010,2480,,,
AK,31100,9052010,827,,,
AK,31100,9142010,880,,,
AK,31100,9142010,882,,,
AK,31100,9282010,947,,,
AK,31100,10212010,1085,,,
AK,31100,12312010,1451,,,
AK,31300,7072010,799,,,
AK,31500,7042010,100116,,,
AK,31600,3292010,224,NN,NN,11
AK,31600,6162010,421,,,
AK,31600,7152010,513,,,
AK,31600,8032010,568,,,
AK,31900,1232010,238,,,
AK,31900,9192010,100071,,,
AK,34513,3292010,11,NN,20,NN
AK,36100,11202010,106644,NN,UU,NN
AK,36900,1192010,1,NN,20,NN
AK,36900,5082010,5,,,
AK,37400,6232010,1,,,
AK,39102,7232010,1,NN,,NN
AL,102,1012010,1000005,,,
AL,102,1012010,1000053,,,
AL,102,1012010,1000084,,,
AL,102,1012010,1000117,,,
AL,102,1022010,1000173,,,
AL,102,1022010,1000175,,,
AL,102,1032010,1000311,,,
AL,102,1032010,1000344,,,
AL,102,1032010,1000357,,,
AL,102,1032010,1000397,,,
AL,102,1042010,1000561,,,
AL,102,1042010,1000567,,,
AL,102,1042010,1000587,,,
AL,102,1052010,1000662,,,
AL,102,1052010,1000735,,,
AL,102,1052010,1000743,,,
AL,102,1052010,1000746,,,
AL,102,1052010,1000755,,,
AL,102,1052010,1000762,,,
AL,102,1052010,1000768,,,
AL,102,1062010,1000784,,,
AL,102,1062010,1000803,,,
AL,102,1062010,1000818,,,
AL,102,1062010,1000849,,,
AL,102,1062010,1000861,,,
AL,102,1062010,1000877,,,
AL,102,1062010,1000880,,,
AL,102,1062010,1000895,,,
AL,102,1062010,1000903,,,
AL,102,1072010,1001027,,,
AL,102,1072010,1001032,,,
AL,102,1072010,1001065,,,
AL,102,1082010,1001217,,,
AL,102,1092010,1001232,,,
AL,102,1092010,1001235,,,
AL,102,1092010,1001281,,,
AL,102,1092010,1001320,,,
AL,102,1102010,1001513,,,
AL,102,1112010,1001670,,,
AL,102,1122010,1001732,,,
AL,102,1122010,1001741,,,
AL,102,1122010,1001758,,,
AL,102,1122010,1001770,,,
AL,102,1132010,1001882,,,
AL,102,1132010,1001951,,,
AL,102,1132010,1001970,,,
AL,102,1132010,1001989,,,
AL,102,1142010,1002027,,,
AL,102,1142010,1002060,,,
AL,102,1142010,1002072,,,
AL,102,1152010,1002127,,,
AL,102,1152010,1002186,,,
AL,102,1152010,1002227,,,
AL,102,1152010,1002246,,,
AL,102,1152010,1002249,,,
AL,102,1162010,1002275,,,
AL,102,1162010,1002282,,,
AL,102,1162010,1002370,,,
AL,102,1162010,1002385,,,
AL,102,1162010,1002390,,,
AL,102,1182010,1002592,,,
AL,102,1182010,1002658,NN,UU,11
AL,102,1182010,1002670,,,
AL,102,1192010,1002750,,,
AL,102,1192010,1002774,,,
AL,102,1202010,1002878,,,
AL,102,1202010,1002939,,,
AL,102,1202010,1002943,,,
AL,102,1212010,1002982,,,
AL,102,1212010,1003069,,,
AL,102,1212010,1003073,,,
AL,102,1222010,1003188,,,
AL,102,1232010,1003324,,,
AL,102,1242010,1003384,,,
AL,102,1242010,1003433,,,
AL,102,1242010,1003434,,,
AL,102,1242010,1003498,,,
AL,102,1242010,1003517,,,
AL,102,1252010,1003545,,,
AL,102,1252010,1003556,,,
AL,102,1252010,1003569,,,
AL,102,1252010,1003579,,,
AL,102,1252010,1003673,,,
AL,102,1262010,1003777,,,
AL,102,1272010,1003867,,,
AL,102,1272010,1003872,,,
AL,102,1272010,1003879,,,
AL,102,1272010,1003922,,,
AL,102,1272010,1003928,,,
AL,102,1272010,1003930,,,
AL,102,1282010,1004042,,,
AL,102,1282010,1004043,,,
AL,102,1282010,1004055,,,
AL,102,1292010,1004178,,,
AL,102,1292010,1004198,,,
AL,102,1302010,1004291,,,
AL,102,1302010,1004292,,,
AL,102,1302010,1004314,,,
AL,102,1312010,1004403,,,
AL,102,1312010,1004471,,,
AL,102,1312010,1004496,,,
AL,102,2012010,1004515,,,
AL,102,2012010,1004552,,,
AL,102,2012010,1004567,,,
AL,102,2012010,1004613,,,
AL,102,2022010,1004708,,,
AL,102,2022010,1004719,,,
AL,102,2032010,1004767,,,
AL,102,2032010,1004768,,,
AL,102,2032010,1004867,,,
AL,102,2032010,1004875,,,
AL,102,2042010,1004899,,,
AL,102,2042010,1004902,,,
AL,102,2042010,1004999,,,
AL,102,2052010,1005077,,,
AL,102,2052010,1005183,,,
AL,102,2062010,1005205,,,
AL,102,2062010,1005280,,,
AL,102,2062010,1005293,,,
AL,102,2072010,1005330,,,
AL,102,2072010,1005454,,,
AL,102,2082010,1005544,,,
AL,102,2082010,1005554,,,
AL,102,2082010,1005557,,,
AL,102,2082010,1005578,,,
AL,102,2082010,1005608,,,
AL,102,2092010,1005657,,,
AL,102,2092010,1005705,,,
AL,102,2092010,1005712,,,
AL,102,2092010,1005741,,,
AL,102,2102010,1005785,,,
AL,102,2102010,1005907,,,
AL,102,2122010,1006118,,,
AL,102,2122010,1006172,,,
AL,102,2122010,1006174,,,
AL,102,2122010,1006175,,,
AL,102,2132010,1006243,,,
AL,102,2132010,1006272,,,
AL,102,2132010,1006286,,,
AL,102,2132010,1006308,,,
AL,102,2142010,1006418,,,
AL,102,2142010,1006420,,,
AL,102,2142010,1006473,,,
AL,102,2142010,1006554,,,
AL,102,2142010,1006557,,,
AL,102,2152010,1006692,,,
AL,102,2152010,1006714,,,
AL,102,2172010,1006939,,,
AL,102,2182010,1007041,,,
AL,102,2182010,1007050,,,
AL,102,2182010,1007123,,,
AL,102,2182010,1007131,,,
AL,102,2182010,1007134,,,
AL,102,2192010,1007186,,,
AL,102,2192010,1007217,,,
AL,102,2192010,1007305,,,
AL,102,2192010,1007319,,,
AL,102,2202010,1007344,,,
AL,102,2202010,1007386,,,
AL,102,2202010,1007401,,,
AL,102,2202010,1007424,,,
AL,102,2202010,1007432,,,
AL,102,2202010,1007478,,,
AL,102,2212010,1007505,,,
AL,102,2212010,1007561,,,
AL,102,2212010,1007566,,,
AL,102,2212010,1007573,,,
AL,102,2212010,1007604,,,
AL,102,2212010,1007606,,,
AL,102,2222010,1007650,,,
AL,102,2222010,1007680,,,
AL,102,2222010,1007715,,,
AL,102,2222010,1007738,,,
AL,102,2222010,1007772,,,
AL,102,2232010,1007803,,,
AL,102,2232010,1007871,,,
AL,102,2232010,1007909,,,
AL,102,2242010,1007988,,,
AL,102,2242010,1008007,,,
AL,102,2252010,1008231,,,
AL,102,2262010,1008248,,,
AL,102,2262010,1008266,,,
AL,102,2262010,1008275,,,
AL,102,2262010,1008323,,,
AL,102,2262010,1008329,,,
