STATE,FDID,INC_DATE,INC_NO,DEVI_CONT,DEVI_IGNIT,DEVI_FUEL
AK,13000,2032007,117,,,
AK,13000,2032007,118,,,
AK,13000,3252007,307,,,
AK,13000,4202007,388,,,
AK,13000,5232007,502,,,
AK,13000,12032007,1419,13,UU,14
AK,13000,12152007,1473,,,
AK,15000,8102007,32,,,
AK,21100,1012007,1,,,
AK,21100,12122007,31,,,
AK,23100,1012007,38,,,
AK,23100,1012007,96,,,
AK,23100,1022007,145,,,
AK,23100,1032007,203,,,
AK,23100,1052007,481,,,
AK,23100,1062007,531,,,
AK,23100,1082007,722,,,
AK,23100,1082007,732,,,
AK,23100,1092007,786,,,
AK,23100,1092007,840,,,
AK,23100,1102007,899,,,
AK,23100,1112007,1041,,,
AK,23100,1122007,1128,,,
AK,23100,1132007,1173,,,
AK,23100,1152007,1328,,,
AK,23100,1172007,1555,,,
AK,23100,1212007,1907,,,
AK,23100,1252007,2246,,,
AK,23100,1272007,2451,,,
AK,23100,1292007,2605,,,
AK,23100,1302007,2653,,,
AK,23100,1302007,2674,,,
AK,23100,2062007,3315,,,
AK,23100,2092007,3580,,,
AK,23100,2092007,3584,,,
AK,23100,2102007,3735,,,
AK,23100,2152007,4134,,,
AK,23100,2172007,4282,,,
AK,23100,2172007,4310,,,
AK,23100,2172007,4326,,,
AK,23100,2192007,4468,,,
AK,23100,2212007,4658,,,
AK,23100,2212007,4687,,,
AK,23100,2212007,4694,,,
AK,23100,2222007,4787,,,
AK,23100,2222007,4794,,,
AK,23100,2232007,4871,,,
AK,23100,2282007,5331,,,
AK,23100,3012007,5377,,,
AK,23100,3012007,5460,,,
AK,23100,3022007,5491,,,
AK,23100,3022007,5519,,,
AK,23100,3032007,5629,,,
AK,23100,3042007,5685,,,
AK,23100,3052007,5767,,,
AK,23100,3082007,6103,,,
AK,23100,3082007,6139,,,
AK,23100,3082007,6140,,,
AK,23100,3092007,6211,,,
AK,23100,3102007,6339,,,
AK,23100,3112007,6415,,,
AK,23100,3132007,6559,,,
AK,23100,3142007,6626,,,
AK,23100,3142007,6665,,,
AK,23100,3142007,6674,,,
AK,23100,3142007,6675,,,
AK,23100,3142007,6701,,,
AK,23100,3142007,6702,,,
AK,23100,3152007,6729,,,
AK,23100,3162007,6802,,,
AK,23100,3172007,6989,,,
AK,23100,3182007,7079,,,
AK,23100,3202007,7229,,,
AK,23100,3222007,7444,,,12
AK,23100,3232007,7460,,,
AK,23100,3232007,7521,,,
AK,23100,3242007,7566,,,
AK,23100,3242007,7592,,,
AK,23100,3252007,7624,,,
AK,23100,3252007,7625,,,
AK,23100,3282007,7859,,,
AK,23100,3292007,7937,,,14
AK,23100,3292007,7951,,,
AK,23100,3312007,8196,,,
AK,23100,4022007,8314,,,
AK,23100,4072007,8833,,,
AK,23100,4082007,8885,,,
AK,23100,4092007,8947,,,
AK,23100,4092007,8967,,,
AK,23100,4102007,9115,,,
AK,23100,4112007,9138,,,
AK,23100,4112007,9172,,,
AK,23100,4122007,9211,,UU,12
AK,23100,4142007,9415,,,
AK,23100,4142007,9416,,,
AK,23100,4152007,9533,,,
AK,23100,4162007,9596,,,
AK,23100,4162007,9633,,,
AK,23100,4162007,9648,,,
AK,23100,4172007,9674,,,
AK,23100,4172007,9726,,,
AK,23100,4182007,9833,,,
AK,23100,4192007,9934,,,
AK,23100,4192007,9947,,,
AK,23100,4202007,9975,,,
AK,23100,4202007,10040,,,
AK,23100,4212007,10058,,,
AK,23100,4252007,10414,,,
AK,23100,4252007,10434,,,
AK,23100,4252007,10449,,,
AK,23100,4262007,10476,,,
AK,23100,4262007,10555,,,
AK,23100,4272007,10586,,,
AK,23100,4282007,10647,,,
AK,23100,4292007,10810,,,
AK,23100,4302007,10857,,,
AK,23100,4302007,10898,,,
AK,23100,5022007,11063,,,
AK,23100,5022007,11092,,,
AK,23100,5042007,11220,,,
AK,23100,5042007,11267,,,
AK,23100,5052007,11386,,,
AK,23100,5062007,11501,,,
AK,23100,5092007,11673,,,
AK,23100,5102007,11784,,,
AK,23100,5112007,11894,,,
AK,23100,5112007,11920,,,
AK,23100,5122007,12013,,,
AK,23100,5142007,12129,,,
AK,23100,5142007,12148,,,
AK,23100,5162007,12329,,,
AK,23100,5172007,12352,,,
AK,23100,5172007,12445,,,
AK,23100,5182007,12464,,,
AK,23100,5182007,12467,,,
AK,23100,5202007,12647,,,
AK,23100,5202007,12695,,,
AK,23100,5202007,12710,,,
AK,23100,5202007,12726,,,
AK,23100,5222007,12836,,,
AK,23100,5222007,12908,,,
AK,23100,5232007,12938,,,
AK,23100,5242007,13037,,,
AK,23100,5242007,13072,,,
AK,23100,5262007,13263,,,
AK,23100,5272007,13347,,,
AK,23100,5282007,13415,,,
AK,23100,5292007,13517,,,
AK,23100,5302007,13592,,,
AK,23100,5312007,13697,,,
AK,23100,6012007,13803,,,
AK,23100,6022007,13919,,,
AK,23100,6042007,14115,,,
AK,23100,6052007,14281,,,
AK,23100,6062007,14382,,,
AK,23100,6062007,14408,,,
AK,23100,6072007,14514,,,
AK,23100,6092007,14654,,,
AK,23100,6122007,14929,12,UU,14
AK,23100,6132007,15080,,,
AK,23100,6142007,15146,,,
AK,23100,6142007,15177,,,
AK,23100,6152007,15208,,,
AK,23100,6162007,15348,,,
AK,23100,6172007,15402,,,
AK,23100,6182007,15517,,,
AK,23100,6192007,15577,,,
AK,23100,6202007,15683,,,
AK,23100,6202007,15735,,,
AK,23100,6212007,15761,,,
AK,23100,6212007,15821,,,
AK,23100,6222007,15888,,,
AK,23100,6232007,15979,,,
AK,23100,6232007,15983,,,
AK,23100,6232007,16011,,,
AK,23100,6262007,16301,,,
AK,23100,6282007,16458,,,
AK,23100,6282007,16459,,,
AK,23100,6282007,16463,,,
AK,23100,6282007,16488,,,
AK,23100,6282007,16516,,,
AK,23100,6282007,16540,,,
AK,23100,6302007,16695,,,
AK,23100,6302007,16764,,,
AK,23100,7012007,16821,,,
AK,23100,7022007,16914,,,
AK,23100,7022007,16994,,,
AK,23100,7042007,17113,,,
AK,23100,7062007,17314,,,
AK,23100,7062007,17319,,,
AK,23100,7062007,17341,,,
AK,23100,7062007,17395,,,
AK,23100,7062007,17409,,,
AK,23100,7072007,17418,NN,UU,15
AK,23100,7072007,17444,,,
AK,23100,7082007,17534,,,
AK,23100,7082007,17535,,,
AK,23100,7082007,17536,,,
AK,23100,7092007,17628,,,
AK,23100,7092007,17684,,,
AK,23100,7102007,17725,,,
AK,23100,7102007,17747,,,
AK,23100,7112007,17801,NN,11,16
AK,23100,7112007,17802,,,
AK,23100,7112007,17821,,,
AK,23100,7112007,17880,,,
AK,23100,7122007,17913,,,
AK,23100,7122007,17986,,,
AK,23100,7132007,18000,,,
AK,23100,7132007,18002,,,
AK,23100,7132007,18006,,,
AK,23100,7142007,18103,UU,UU,16
AK,23100,7142007,18107,,,
AK,23100,7142007,18179,,,
AK,23100,7152007,18272,,,
AK,23100,7162007,18299,,,
AK,23100,7162007,18300,,,
AK,23100,7162007,18303,,,
AK,23100,7172007,18402,,,
AK,23100,7182007,18543,,,
AK,23100,7192007,18683,,,
AK,23100,7192007,18690,,,
AK,23100,7192007,18695,,,
AK,23100,7202007,18730,,,
AK,23100,7212007,18868,,,
AK,23100,7222007,18989,,,
AK,23100,7242007,19101,UU,UU,14
AK,23100,7272007,19394,,,
AK,23100,7272007,19404,,,
AK,23100,7272007,19422,,,
AK,23100,7282007,19523,,,
AK,23100,7292007,19582,,,
AK,23100,7292007,19664,,,
AK,23100,7302007,19680,,,
AK,23100,7302007,19776,,,
AK,23100,7312007,19788,,,
AK,23100,7312007,19800,,,
AK,23100,8022007,20056,,,
AK,23100,8042007,20243,,,
AK,23100,8062007,20466,,,
AK,23100,8092007,20698,,,
AK,23100,8092007,20713,,,
AK,23100,8122007,21024,,,
AK,23100,8132007,21053,,,
AK,23100,8142007,21177,,,
AK,23100,8212007,21913,,,
AK,23100,8222007,22044,,,
AK,23100,8232007,22123,,,
AK,23100,8242007,22251,,,
AK,23100,8252007,22285,,,
AK,23100,9032007,23215,,,
AK,23100,9032007,23235,,,
AK,23100,9042007,23256,,,
AK,23100,9042007,23313,,,
AK,23100,9052007,23417,,,
AK,23100,9062007,23459,,,
AK,23100,9062007,23533,,,
AK,23100,9112007,23966,,,
AK,23100,9142007,24203,,,
AK,23100,9172007,24541,,,
AK,23100,9192007,24667,,,
AK,23100,9192007,24703,,,
AK,23100,9202007,24792,,,
AK,23100,9202007,24808,,,
AK,23100,9212007,24903,,,
AK,23100,9242007,25148,,,
AK,23100,9262007,25243,,,
AK,23100,9262007,25246,,,
AK,23100,9272007,25355,,,
AK,23100,9272007,25358,,,
AK,23100,9282007,25493,,,
AK,23100,9292007,25549,,,
AK,23100,10012007,25723,,,
AK,23100,10012007,25751,,,
AK,23100,10032007,25956,,,
AK,23100,10032007,25970,,,
AK,23100,10062007,26231,,,
AK,23100,10072007,26274,,,
AK,23100,10112007,26636,,,
AK,23100,10122007,26708,,,
AK,23100,10122007,26714,,,
AK,23100,10132007,26816,,,
AK,23100,10132007,26863,,,
AK,23100,10132007,26879,,,
AK,23100,10142007,26954,,,
AK,23100,10142007,26958,,,
AK,23100,10172007,27179,,,
AK,23100,10182007,27289,,,
AK,23100,10182007,27318,,,
AK,23100,10222007,27596,,,
AK,23100,10222007,27621,,,
AK,23100,10232007,27728,,,
AK,23100,10242007,27855,,,
AK,23100,10252007,27905,,,
AK,23100,10272007,28072,,,
AK,23100,10272007,28108,,,
AK,23100,10302007,28288,,,
AK,23100,10302007,28330,,,
AK,23100,10312007,28398,,,
AK,23100,11022007,28612,,,
AK,23100,11052007,28859,NN,NN,
AK,23100,11062007,28973,,,
AK,23100,11092007,29173,,,
AK,23100,11102007,29316,,,
AK,23100,11112007,29353,,,
AK,23100,11112007,29403,,,
AK,23100,11122007,29471,,,
AK,23100,11122007,29484,,,
AK,23100,11142007,29580,,,
AK,23100,11152007,29722,,,
AK,23100,11222007,30330,,,
AK,23100,11252007,30567,,,
AK,23100,11282007,30752,,,
AK,23100,11282007,30754,,,
AK,23100,11282007,30772,,,
AK,23100,11282007,30830,,,
AK,23100,12022007,31198,,,
AK,23100,12032007,31270,,,
AK,23100,12082007,31727,,,
AK,23100,12082007,31783,,,
AK,23100,12122007,32121,,,
AK,23100,12132007,32236,,,
AK,23100,12142007,32309,,,
AK,23100,12152007,32390,,,
AK,23100,12182007,32631,,,
AK,23100,12192007,32743,,,
AK,23100,12192007,32766,,,
AK,23100,12202007,32880,,,
AK,23100,12202007,32884,,,
AK,23100,12212007,32931,,,
AK,23100,12222007,33007,,,
AK,23100,12232007,33155,,,
AK,23100,12232007,33172,,,
AK,23100,12232007,33189,,,
AK,23100,12262007,33448,,,
AK,23100,12282007,33637,,,
AK,23100,12292007,33723,,,
AK,23100,12302007,33805,,,
AK,23150,1172007,38,,,
AK,23150,1242007,59,,,
AK,23150,3022007,124,,,
AK,23150,3292007,187,,,
AK,23150,5092007,260,,,
AK,23150,5192007,287,,,
AK,23150,5252007,294,,,
AK,23150,6032007,318,,,
AK,23150,6042007,325,,,
AK,23150,6262007,379,,,
AK,23150,6302007,389,,,
AK,23150,7132007,431,,,
AK,23150,7252007,465,,,
AK,23150,9042007,547,,,
AK,23150,9082007,554,,,
AK,23150,9102007,558,,,
AK,23150,9232007,583,,,
AK,23150,11112007,689,,,
AK,23150,12182007,771,,,
AK,23160,3202007,103,,,
AK,23160,6292007,206,,,
AK,23160,9282007,314,,UU,UU
AK,23160,12312007,390,,,
AK,23200,2222007,7-10348,,,
AK,23200,4182007,17-Jul,,,
AK,23200,4222007,07-0398,,,
AK,24200,7092007,23,,,
AK,24200,11172007,36,UU,UU,UU
AK,25100,1192007,12,,,
AK,25100,5102007,95,,,
AK,25100,7012007,139,,,
AK,25101,4122007,30,,,
AK,25101,4212007,34,,,
AK,25101,4222007,36,,,
AK,25101,4242007,37,,,
AK,25101,5042007,43,,,
AK,25101,6062007,64,,,
AK,25101,7302007,85,,,
AK,25150,5012007,10290,,,
AK,25150,5052007,10304,,,
AK,25150,5062007,10309,,,
AK,25150,5092007,10316,,,
AK,25150,5142007,7824,,,
AK,25150,5152007,10327,,,
AK,25150,5192007,10335,,,
AK,25150,5202007,10341,,,
AK,25150,5212007,10349,,,
AK,25150,5222007,10351,,,
AK,25150,5252007,10361,,,
AK,25150,5292007,10371,,,
AK,25150,6032007,10382,,,
AK,25150,6052007,10389,,,
AK,25150,6082007,10395,,,
AK,25150,6092007,10398,,,
AK,25150,6092007,888888,,,
AK,25150,6162007,10414,,,
AK,25150,6172007,10421,,,
AK,25150,6172007,10423,,,
AK,25150,6232007,10446,,,
AK,25150,9022007,20829,,,
AK,25150,10022007,10732,,,
AK,25150,10052007,10745,,,
AK,25150,10052007,10747,,,
AK,25150,10152007,10774,,,
AK,25150,10232007,10792,,,
AK,25150,11172007,27595,,,
AK,25150,11212007,10888,,,
AK,25150,11262007,10895,,,
AK,25150,11282007,28427,,,
AK,25150,12012007,28707,,,
AK,25150,12022007,10916,,,
AK,25150,12082007,29321,,,
AK,25150,12102007,10960,,,
AK,25150,12182007,10986,,,
AK,25150,12202007,10997,,,
AK,25210,10042007,10082,,,
AK,25210,10292007,10086,,,
AK,25210,11182007,10090,,,
AK,25210,12042007,10098,,,
AK,25220,5122007,10053,,,
AK,25220,5202007,10054,,,
AK,25220,6112007,10061,,,
AK,25220,8042007,10087,,,
AK,25220,8272007,10102,,,
AK,25220,8272007,10104,,,
AK,25220,9172007,10114,,,
AK,25220,10072007,10119,,,
AK,25220,11062007,10137,,,
AK,25220,11202007,10140,,,
AK,25220,12092007,10156,,,
AK,25220,12192007,10163,,,
AK,25300,6052007,10052,,,
AK,25300,6162007,10056,,,
AK,25300,6282007,10063,,,
AK,25300,6282007,10064,,,
AK,25300,6292007,10065,,,
AK,25300,6292007,10067,,,
AK,25300,11182007,10104,,,
AK,25500,5142007,9444,,,
AK,25500,5182007,9811,,,
AK,25500,5222007,10296,,,
AK,25500,6052007,11726,,,
AK,25500,6202007,13185,,,
AK,25500,7272007,16711,,,
AK,25500,10032007,23613,,,
AK,25500,12202007,30324,,,
AK,25500,12232007,30553,,,
AK,25600,2242007,10004,,,
AK,25600,4052007,10012,,,
AK,25600,5042007,10017,,,
AK,25600,5172007,10020,,,
AK,25600,5232007,10022,,,
AK,25600,6012007,10024,,,
AK,25600,6222007,10026,,,
AK,25600,6292007,10031,,,
AK,26100,5272007,488,,,
AK,26100,9072007,878,,,
AK,26100,9082007,881,,,
AK,26100,9112007,902,,,
AK,26100,10102007,1010,,,
AK,26100,10202007,1067,,,
AK,26100,11182007,1181,,,
AK,26200,5082007,209,,,
AK,26500,6232007,321,,,
AK,27100,1132007,14,,,
AK,27100,2042007,25,,,
AK,27100,2142007,30,,,
AK,27100,3152007,45,,,
AK,27100,4062007,52,13,UU,14
AK,27100,4072007,53,,,
AK,27100,4092007,56,,,
AK,27100,4162007,58,,,
AK,27100,4222007,59,,,
AK,27100,4242007,60,,,
AK,27100,5062007,65,,,
AK,27100,5152007,71,,,
AK,27100,5302007,73,,,
AK,27100,5312007,74,,,
AK,27100,6042007,78,,,
AK,27100,6062007,79,NN,20,
AK,27100,6062007,81,,,
AK,27100,7232007,95,,,
AK,27100,8022007,96,,,
AK,27100,9082007,114,NN,NN,
AK,27100,9132007,115,,,
AK,27100,10042007,117,UU,UU,
AK,27100,12132007,132,,,
AK,27100,12132007,133,,,
AK,27100,12262007,143,,,
AK,28100,3242007,39,,,
AK,28100,5232007,60,,,
AK,28100,6022007,66,,,
AK,28100,6272007,77,,,
AK,28100,7272007,84,,,
AK,28100,9212007,105,,,
AK,28100,11152007,124,,,
AK,28430,8242007,8,,,
AK,31100,4192007,1145,,,
AK,31100,5202007,1504,,,
AK,31100,6232007,1925,,,
AK,31100,6292007,2000,,,
AK,31100,6302007,2017,,,
AK,31100,7062007,2098,,,
AK,31100,7252007,2364,,,
AK,31100,7262007,2382,,,
AK,31100,8052007,2507,,,
AK,31100,8112007,2583,,,
AK,31100,10212007,3357,,,
AK,31600,1162007,44,,,
AK,31600,2012007,72,,,
AK,31600,3012007,143,,,
AK,31600,3102007,166,,,
AK,31600,3282007,201,,,
AK,31600,8082007,574,,,
AK,31600,9052007,628,,,
AK,31600,11012007,752,,,
AK,31600,11032007,758,,,
AK,31700,4222007,136,,,
AK,31700,7262007,286,16,NN,12
AK,31700,10022007,387,,,
AK,32300,3162007,14,,,
AK,32300,4242007,25,,,
AK,32300,9212007,181,,,
AK,35100,9122007,1083,,,
AK,50002,2102007,10,NN,,15
AL,101,10182007,4904,,,
AL,101,11152007,5331,,,
AL,102,1112007,701463,,,
AL,102,1312007,704047,,,
AL,102,3042007,708545,,,
AL,102,3042007,708553,,,
AL,102,3042007,708578,,,
AL,102,3052007,708705,,,
AL,102,3052007,708736,,,
AL,102,3072007,709058,,,
AL,102,3082007,709111,,,
AL,102,3092007,709255,,,
AL,102,3102007,709433,,,
AL,102,3102007,709441,,,
AL,102,3102007,709462,,,
AL,102,3112007,709612,,,
AL,102,3122007,709751,,,
AL,102,3122007,709757,,,
AL,102,3132007,709829,,,
AL,102,3132007,709921,,,
AL,102,3142007,710038,,,
AL,102,3142007,710067,,,
AL,102,3152007,710144,,,
AL,102,3172007,710513,,,
AL,102,3182007,710666,,,
AL,102,3202007,710909,,,
AL,102,3212007,711062,,,
AL,102,3222007,711212,,,
AL,102,3232007,711379,,,
AL,102,3232007,711385,,,
AL,102,3242007,711595,,,
AL,102,3242007,711614,,,
AL,102,3242007,711629,,,
AL,102,3252007,711782,,,
AL,102,3272007,711979,,,
AL,102,3272007,712065,,,
AL,102,4032007,713086,,,
AL,102,4062007,713539,,,
AL,102,4072007,713693,,,
AL,102,4082007,713803,,,
AL,102,4092007,713916,,,
AL,102,4092007,713970,,,
AL,102,4122007,714313,,,
AL,102,4132007,714493,,,
AL,102,4132007,714536,,,
AL,102,4142007,714609,,,
AL,102,4192007,715363,,,
AL,102,4192007,715378,,,
AL,102,4192007,715388,,,
AL,102,4202007,715495,,,
AL,102,4202007,715502,,,
AL,102,4202007,715515,,,
AL,102,4212007,715645,,,
AL,102,4212007,715691,,,
AL,102,4212007,715703,,,
AL,102,4212007,715731,,,
AL,102,4222007,715800,,,
AL,102,4222007,715827,,,
AL,102,4222007,715829,,,
AL,102,4222007,715880,,,
AL,102,4232007,716001,,,
AL,102,4272007,716595,,,
AL,102,4292007,716809,,,
AL,102,4292007,716820,,,
AL,102,4302007,717003,,,
AL,102,5012007,717180,,,
AL,102,5032007,717482,,,
AL,102,5062007,717978,,,
AL,102,5112007,718700,,,
AL,102,5122007,718895,,,
AL,102,5132007,719034,,,
AL,102,5192007,719868,,,
AL,102,5202007,719986,,,
AL,102,5202007,720031,,,
AL,102,5222007,720292,,,
AL,102,5232007,720438,,,
AL,102,5232007,720491,,,
AL,102,5232007,720526,,,
AL,102,5242007,720615,,,
AL,102,5242007,720672,,,
AL,102,5252007,720748,,,
AL,102,5252007,720803,,,
AL,102,5272007,721038,,,
AL,102,5272007,721086,,,
AL,102,5272007,721147,,,
AL,102,5282007,721254,,,
AL,102,5282007,721263,,,
AL,102,5282007,721286,,,
AL,102,5282007,721287,,,
AL,102,5282007,721301,,,
AL,102,5292007,721383,,,
AL,102,5312007,721660,,,
AL,102,6012007,721853,,,
AL,102,6012007,721854,,,
AL,102,6012007,721859,,,
AL,102,6032007,722129,,,
AL,102,6032007,722160,,,
AL,102,6042007,722283,,,
AL,102,6042007,722302,,,
AL,102,6042007,722307,,,
AL,102,6052007,722406,,,
AL,102,6062007,722565,,,
AL,102,6062007,722622,,,
AL,102,6062007,722661,,,
AL,102,6062007,722697,,,
AL,102,6102007,723241,,,
AL,102,6112007,723494,,,
AL,102,6122007,723597,,,
AL,102,6122007,723647,,,
AL,102,6132007,723753,,,
AL,102,6132007,723765,,,
AL,102,6132007,723773,,,
AL,102,6142007,723874,,,
AL,102,6142007,723907,,,
AL,102,6142007,723910,,,
AL,102,6152007,724041,,,
AL,102,6152007,724095,,,
AL,102,6172007,724329,,,
AL,102,6172007,724382,,,
AL,102,6172007,724392,,,
AL,102,6172007,724411,,,
AL,102,6182007,724523,,,
AL,102,6202007,724812,,,
AL,102,6222007,725050,,,
AL,102,6222007,725088,,,
AL,102,6222007,725089,,,
AL,102,6222007,725131,,,
AL,102,6232007,725168,,,
AL,102,6252007,725586,,,
AL,102,6282007,726010,,,
AL,102,6302007,726312,,,
AL,102,7012007,726457,,,
AL,102,7012007,726501,,,
AL,102,7022007,726625,,,
AL,102,7042007,726889,,,
AL,102,7042007,726929,,,
AL,102,7042007,726937,,,
AL,102,7042007,726956,,,
AL,102,7042007,726970,,,
AL,102,7042007,726979,,,
AL,102,7042007,726990,,,
AL,102,7042007,727002,,,
AL,102,7042007,727003,,,
AL,102,7042007,727006,,,
AL,102,7042007,727020,,,
AL,102,7052007,727025,,,
AL,102,7052007,727032,,,
AL,102,7052007,727081,,,
AL,102,7052007,727084,,,
AL,102,7052007,727102,,,
AL,102,7052007,727118,,,
AL,102,7052007,727127,,,
AL,102,7102007,727749,,,
AL,102,7212007,729436,,,
AL,102,7242007,729807,,,
AL,102,7252007,729943,,,
AL,102,7252007,729958,,,
AL,102,7272007,730217,,,
AL,102,7272007,730315,,,
AL,102,7282007,730475,,,
AL,102,7312007,730905,,,
AL,102,8022007,731149,,,
AL,102,8022007,731221,,,
AL,102,8052007,731692,,,
AL,102,8082007,732054,,,
AL,102,8082007,732057,,,
AL,102,8092007,732213,,,
AL,102,8122007,732633,,,
AL,102,8132007,732843,,,
AL,102,8132007,732866,,,
AL,102,8132007,732878,,,
AL,102,8132007,732925,,,
AL,102,8142007,732959,,,
AL,102,8152007,733140,,,
AL,102,8152007,733161,,,
AL,102,8152007,733173,,,
AL,102,8152007,733220,,,
AL,102,8172007,733516,,,
AL,102,8172007,733526,,,
AL,102,8182007,733627,,,
AL,102,8202007,733917,,,
AL,102,8212007,734024,,,
AL,102,8212007,734070,,,
AL,102,8212007,734110,,,
AL,102,8212007,734152,,,
AL,102,8222007,734248,,,
AL,102,8242007,734553,,,
AL,102,8262007,734885,,,
AL,102,8262007,734910,,,
AL,102,8262007,734913,,,
AL,102,8272007,734992,,,
AL,102,8302007,735472,,,
AL,102,9012007,735811,,,
AL,102,9212007,738562,,,
AL,102,9212007,738627,,,
AL,102,9252007,739196,,,
AL,102,9262007,739265,,,
AL,102,9262007,739325,,,
AL,102,9262007,739361,,,
AL,102,9262007,739367,,,
AL,102,9262007,739373,,,
AL,102,9282007,739600,,,
AL,102,9282007,739626,,,
AL,102,9302007,739882,,,
AL,102,9302007,739902,,,
AL,102,9302007,739916,,,
AL,102,9302007,739960,,,
AL,102,10012007,740077,,,
AL,102,10082007,741109,,,
AL,102,10082007,741199,,,
AL,102,10112007,741543,,,
AL,102,10132007,741957,,,
AL,102,10142007,742106,,,
AL,102,10172007,742505,,,
AL,102,10172007,742586,,,
AL,102,10202007,742989,,,
AL,102,10262007,743849,,,
AL,102,10272007,744058,,,
AL,102,10292007,744411,,,
AL,102,11032007,745143,,,
AL,102,11032007,745163,,,
AL,102,11082007,745897,,,
AL,102,11092007,745954,,,
AL,102,11092007,746000,,,
AL,102,11112007,746307,,,
AL,102,11142007,746745,,,
AL,102,11162007,747087,,,
AL,102,11202007,747668,,,
AL,102,11282007,748620,,,
AL,102,11302007,748931,,,
AL,102,12022007,749204,,,
AL,102,12062007,749868,,,
AL,102,12082007,750146,,,
AL,102,12102007,750396,,,
AL,102,12102007,750412,,,
AL,102,12122007,750655,,,
AL,102,12122007,750682,,,
AL,102,12152007,751243,,,
AL,102,12182007,751643,,,
AL,102,12192007,751733,,,
AL,102,12292007,753194,,,
AL,105,11072007,1542,NN,NN,NN
AL,112,2092007,901,UU,UU,11
AL,112,2122007,962,,,
AL,112,2242007,1275,,,
AL,112,2262007,1345,,,
AL,112,6052007,3841,UU,,11
AL,112,6112007,4006,12,NN,UU
AL,112,6152007,4116,,,
AL,112,6182007,4194,,,
AL,112,6242007,4362,,,
AL,112,8112007,5604,,,
AL,112,8122007,5621,,,
AL,112,9162007,6604,,,
AL,112,9182007,6671,,,
AL,112,9242007,6813,,,
AL,112,10072007,7120,,,
AL,112,10102007,7208,,,
AL,112,11142007,8028,,,
AL,112,11242007,8269,,,
AL,112,12112007,8695,,,
AL,122,8052007,881,,,
AL,150,1212007,331,,,
AL,154,5132007,575,,,
AL,401,2052007,637,,,
AL,401,2122007,774,,,
AL,401,2162007,864,,,
AL,401,2272007,1087,,,
AL,401,2282007,1108,,,
AL,401,3052007,1207,,,
AL,401,4272007,2250,,,
AL,401,6032007,3019,,,
AL,401,6112007,3201,,,
AL,401,8122007,4334,,,
AL,401,9102007,4951,,,
AL,401,9122007,4969,,,
AL,401,9272007,5351,,,
AL,401,12042007,6563,,,
AL,401,12242007,6930,,,
AL,503,1212007,2070066,NN,UU,UU
AL,503,5282007,2070527,UU,UU,UU
AL,508,8182007,81270,,,
AL,801,3222007,70250,,,
AL,1001,12232007,5909,UU,UU,UU
AL,1102,11292007,2205,,,
AL,1505,8102007,2007-01,,,
AL,1902,7262007,71372,,,
AL,2502,12272007,1263,,,
AL,2814,3212007,704,,,
AL,3102,2122007,-703,,,
AL,3102,2142007,-733,,,
AL,3301,5052007,220,,,
AL,3801,1012007,18,,,
AL,3801,1112007,239,NN,NN,11
AL,3801,4082007,2387,,,
AL,3801,5242007,3585,,,
AL,3801,6122007,4079,NN,UU,11
AL,3801,6252007,4408,16,,12
AL,3801,6272007,4479,NN,NN,11
AL,3801,6302007,4556,NN,NN,NN
AL,3801,11282007,8473,,,
AL,3901,2262007,246,,,
AL,3901,5022007,583,NN,NN,11
AL,3901,7312007,1034,,,
AL,3901,8272007,1165,,,
AL,3901,11142007,1570,,,
AL,3901,12142007,1710,,,
AL,4701,1042007,6303,,,
AL,4701,1062007,6428,,,
AL,4701,1062007,6442,,,
AL,4701,1092007,6629,NN,NN,NN
AL,4701,1112007,6756,,,
AL,4701,1142007,6952,,,
AL,4701,1142007,6974,,,
AL,4701,1152007,7028,,,
AL,4701,1172007,7154,,,
AL,4701,1172007,7160,,,
AL,4701,1222007,7428,16,NN,14
AL,4701,1252007,7602,NN,NN,NN
AL,4701,1252007,7608,UU,UU,UU
AL,4701,1262007,7688,NN,NN,NN
AL,4701,1262007,7739,NN,NN,NN
AL,4701,1272007,7760,NN,NN,NN
AL,4701,1312007,8013,,,
AL,4701,2012007,8112,NN,NN,NN
AL,4701,2042007,8317,,,
AL,4701,2062007,8414,,,
AL,4701,2062007,8424,,,
AL,4701,2152007,9044,,,
AL,4701,2162007,9106,,,
AL,4701,2162007,9113,UU,UU,UU
AL,4701,2172007,9186,,,
AL,4701,2172007,9218,,,
AL,4701,2182007,9239,,,
AL,4701,2182007,9260,,,
AL,4701,2192007,9362,,,
AL,4701,2202007,9427,,,
AL,4701,2212007,9452,,,
AL,4701,2222007,9550,,,
AL,4701,2242007,9680,,,
AL,4701,2262007,9823,,,
AL,4701,2272007,9892,UU,NN,UU
AL,4701,3012007,10007,,,
AL,4701,3032007,10121,,,
AL,4701,3032007,10138,NN,NN,NN
AL,4701,3062007,10308,,,
AL,4701,3062007,10356,,,
AL,4701,3072007,10390,,,
AL,4701,3092007,10535,,,
AL,4701,3122007,10683,NN,,0
AL,4701,3122007,10685,UU,UU,UU
AL,4701,3122007,10700,,,
AL,4701,3122007,10701,,,
AL,4701,3122007,10733,12,NN,14
AL,4701,3132007,10790,,,
AL,4701,3132007,10804,UU,UU,UU
AL,4701,3132007,10811,,,
AL,4701,3142007,10860,,,
AL,4701,3182007,11131,,,
